participant_code,pair_condition,unordered_pair_index,human_unordered_pair_id,condition,position,family,env_id,variant,solved,attempts,first_attempt_success,first_attempt_x,first_attempt_y,success_attempt,success_x,success_y
H-6EE988D5,different_family,5,different_family_unordered_05,upward,2,Prevention,2,original,True,1,True,38.0,364.0,1,38.0,364.0
H-FF0AA4D0,same_family,5,same_family_unordered_05,upward,1,Balance,5,original,False,10,False,269.0,381.0,,,
H-FF0AA4D0,same_family,5,same_family_unordered_05,upward,2,Balance,10,original,True,6,False,304.0,165.0,6,349.0,76.0
H-5EBFA016,different_family,18,different_family_unordered_18,downward,1,Falling,10,original,True,2,False,457.0,480.0,2,312.0,478.0
H-5EBFA016,different_family,18,different_family_unordered_18,downward,2,Balance,8,original,True,6,False,161.0,436.0,6,415.0,556.0
H-AB32AA97,different_family,6,different_family_unordered_06,downward,1,Basic,7,original,True,5,False,347.0,194.0,5,533.0,91.0
H-AB32AA97,different_family,6,different_family_unordered_06,downward,2,Prevention,5,original,True,1,True,508.0,349.0,1,508.0,349.0
H-59684AF6,different_family,7,different_family_unordered_07,upward,1,Basic,9,original,True,7,False,269.0,559.0,7,396.0,546.0
H-59684AF6,different_family,7,different_family_unordered_07,upward,2,BackUp,8,original,False,10,False,248.0,479.0,,,
H-6DC0F922,different_family,11,different_family_unordered_11,upward,1,BalanceUnder,5,original,True,4,False,244.0,302.0,4,192.0,155.0
H-6DC0F922,different_family,11,different_family_unordered_11,upward,2,FallingAlt,7,original,True,1,True,351.0,273.0,1,351.0,273.0
H-43EBD6BE,different_family,19,different_family_unordered_19,upward,1,Remove,1,original,False,10,False,331.0,371.0,,,
H-43EBD6BE,different_family,19,different_family_unordered_19,upward,2,Prevention,3,original,True,2,False,466.0,463.0,2,503.0,341.0
H-5272FE88,different_family,1,different_family_unordered_01,upward,1,Falling,5,original,True,2,False,342.0,255.0,2,363.0,284.0
H-5272FE88,different_family,1,different_family_unordered_01,upward,2,BackUp,3,original,True,1,True,308.0,415.0,1,308.0,415.0
H-D0E3EF08,different_family,20,different_family_unordered_20,downward,1,BalanceUnder,10,original,True,1,True,286.0,385.0,1,286.0,385.0
H-D0E3EF08,different_family,20,different_family_unordered_20,downward,2,Remove,7,original,True,5,False,453.0,521.0,5,295.0,541.0
H-09BF33DC,different_family,15,different_family_unordered_15,upward,1,Basic,6,original,False,10,False,329.0,562.0,,,
H-09BF33DC,different_family,15,different_family_unordered_15,upward,2,Remove,6,original,True,1,True,376.0,430.0,1,376.0,430.0
H-76B20B44,same_family,4,same_family_unordered_04,downward,1,Balance,4,original,True,6,False,190.0,447.0,6,278.0,555.0
H-76B20B44,same_family,4,same_family_unordered_04,downward,2,Balance,8,original,True,3,False,321.0,426.0,3,363.0,550.0
